country_name,country_text_id,year,e_regiongeo,v2x_cspart,v2xcs_ccsi,v2x_partipdem,v2csprtcpt,v2x_polyarchy,v2x_libdem,v2x_api,v2xdd_dd,v2x_freexp_altinf,v2xel_frefair,v2x_egaldem,v2x_regime,v2smgovfilprc,v2smgovsmcenprc,v2smonper,GDP per capita (constant 2015 US$),Individuals using the Internet (% of population),"Population, total","School enrollment, secondary (% gross)",Urban population (% of total population),vap_turnout
Japan,JPN,2006,12,0.739,0.88,0.562,0.718,0.852,0.777,0.937,0.02,0.924,0.934,0.773,3.0,0.912,1.242,1.28,33531.518563066,68.6853,127854000.0,,87.1460898958075,67.46
Japan,JPN,2007,12,0.739,0.88,0.562,0.718,0.852,0.777,0.937,0.02,0.924,0.934,0.773,3.0,0.912,1.242,1.28,33990.0360341367,74.3,128001000.0,,88.2701404492656,67.46
Japan,JPN,2008,12,0.739,0.881,0.563,0.718,0.857,0.781,0.939,0.02,0.924,0.934,0.776,3.0,0.912,1.242,1.28,33557.6454041595,75.4,128063000.0,,89.2921563808851,67.46
Japan,JPN,2009,12,0.742,0.891,0.567,0.718,0.859,0.785,0.94,0.02,0.928,0.934,0.781,3.0,0.912,1.242,1.28,31651.0837739562,78.0,128047000.0,,90.1131158718189,69.27
Japan,JPN,2010,12,0.742,0.891,0.566,0.718,0.857,0.783,0.939,0.02,0.928,0.933,0.781,3.0,0.912,1.345,1.28,32942.2020783835,78.21,128070000.0,,90.6228586840649,69.27
Japan,JPN,2011,12,0.742,0.891,0.566,0.718,0.857,0.783,0.939,0.02,0.928,0.933,0.781,3.0,0.782,1.345,1.28,33011.1342301291,79.0541,127833000.0,,90.8631654434251,69.27
Japan,JPN,2012,12,0.753,0.88,0.564,0.718,0.85,0.776,0.936,0.02,0.926,0.933,0.774,3.0,0.782,1.345,1.28,33518.4449368599,79.4964,127629000.0,,91.0265277326652,59.32
Japan,JPN,2013,12,0.727,0.88,0.537,0.718,0.823,0.749,0.924,0.02,0.871,0.931,0.746,3.0,0.782,1.345,1.28,34239.8862473488,88.2194,127445000.0,101.781173706055,91.1516595654317,59.32
Japan,JPN,2014,12,0.727,0.88,0.537,0.718,0.823,0.747,0.924,0.02,0.871,0.931,0.746,3.0,1.395,1.663,1.28,34386.9058552671,89.1068,127276000.0,101.813980102539,91.2548945132333,52.66
Japan,JPN,2015,12,0.71,0.891,0.533,0.629,0.825,0.748,0.925,0.02,0.871,0.931,0.748,3.0,1.395,1.663,1.28,34960.6393843385,91.058,127141000.0,102.200416564941,91.3532644103625,52.66
Japan,JPN,2016,12,0.71,0.891,0.533,0.629,0.825,0.748,0.925,0.02,0.871,0.931,0.749,3.0,1.395,1.663,1.28,35242.199377148,93.1827,127076000.0,101.167999267578,91.4541254852142,52.66
Japan,JPN,2017,12,0.734,0.891,0.538,0.629,0.823,0.747,0.924,0.02,0.871,0.933,0.743,3.0,1.395,1.663,1.28,35861.9728545672,91.7265,126972000.0,101.882888793945,91.5498419685883,53.68
Japan,JPN,2018,12,0.702,0.958,0.545,0.474,0.84,0.76,0.932,0.02,0.864,0.946,0.759,3.0,1.395,1.663,1.28,36138.5290824814,88.7464,126811000.0,102.425148010254,91.6377318609728,53.68
Japan,JPN,2019,12,0.697,0.955,0.542,0.42,0.838,0.762,0.931,0.02,0.865,0.946,0.761,3.0,1.721,1.663,1.28,36043.7844013518,92.7304,126633000.0,102.670066833496,91.7164207898107,53.68
Japan,JPN,2020,12,0.696,0.955,0.541,0.42,0.836,0.748,0.93,0.02,0.866,0.943,0.767,3.0,1.721,1.663,1.28,34642.9718743239,90.2195,126261000.0,102.844802856445,91.7809926267889,53.68
Japan,JPN,2021,12,0.674,0.955,0.529,0.42,0.827,0.738,0.926,0.02,0.848,0.943,0.757,3.0,1.721,1.663,1.28,35741.1601062924,82.9141,125681593.0,102.155380249023,91.8741049279527,55.97
Japan,JPN,2022,12,0.675,0.955,0.528,0.42,0.823,0.738,0.924,0.02,0.849,0.938,0.754,3.0,1.721,1.663,1.28,36238.3294895302,84.9234,125124989.0,102.337966918945,91.9776532428406,55.97
Japan,JPN,2023,12,0.69,0.955,0.535,0.42,0.828,0.742,0.926,0.02,0.855,0.938,0.759,3.0,1.721,1.663,1.28,36952.5150709861,86.9815,124516650.0,102.344436645508,92.0826903891473,55.97
Japan,JPN,2024,12,0.683,0.955,0.526,0.42,0.82,0.734,0.923,0.02,0.849,0.934,0.751,3.0,1.721,1.663,1.279,37152.5636003552,,123975371.0,,92.1901718034531,53.84
Laos,LAO,2000,13,0.077,0.074,0.091,-2.324,0.087,0.073,0.175,0.0,0.019,0.131,0.106,0.0,-0.787,-0.917,-3.756,917.228038617529,0.111044,5431212.0,33.2670707702637,22.1840964350091,
Laos,LAO,2001,13,0.077,0.074,0.091,-2.324,0.087,0.073,0.175,0.0,0.019,0.131,0.106,0.0,-0.787,-0.917,-3.756,954.123505414634,0.181664,5521482.0,35.1896514892578,23.3728884682287,
Laos,LAO,2002,13,0.077,0.074,0.091,-2.324,0.091,0.074,0.181,0.0,0.019,0.153,0.106,0.0,-0.787,-0.917,-3.756,994.492241963795,0.267899,5610889.0,37.9458808898926,24.5247834668291,99.9
Laos,LAO,2003,13,0.077,0.074,0.091,-2.324,0.091,0.074,0.183,0.0,0.019,0.157,0.106,0.0,-0.787,-0.917,-3.756,1038.71192767783,0.333912,5697945.0,40.6808013916016,25.5945881340707,99.9
Laos,LAO,2004,13,0.091,0.074,0.093,-2.324,0.091,0.074,0.183,0.0,0.019,0.157,0.106,0.0,-0.787,-0.917,-3.756,1088.76034728831,0.361434,5781626.0,42.5078582763672,26.5371091732139,99.9
Laos,LAO,2005,13,0.091,0.074,0.093,-2.324,0.091,0.074,0.183,0.0,0.019,0.157,0.096,0.0,-0.787,-0.917,-3.756,1148.68153852071,0.850357,5869523.0,42.9863014221191,27.3224977292697,99.9
Laos,LAO,2006,13,0.091,0.076,0.092,-2.324,0.091,0.074,0.182,0.0,0.019,0.15,0.095,0.0,-0.787,-0.917,-3.756,1228.08927619923,1.16989,5963200.0,42.2330513000488,28.0378756242097,99.76
Laos,LAO,2007,13,0.091,0.076,0.092,-2.324,0.091,0.074,0.181,0.0,0.019,0.147,0.095,0.0,-0.787,-0.917,-3.756,1301.08597549864,1.64,6056236.0,43.0343399047852,28.7343050001346,99.76
Laos,LAO,2008,13,0.091,0.076,0.092,-2.324,0.091,0.074,0.182,0.0,0.022,0.147,0.095,0.0,-0.787,-0.917,-3.756,1381.73754223953,3.55,6148969.0,44.126880645752,29.4034348148069,99.76
Laos,LAO,2009,13,0.111,0.075,0.094,-2.09,0.091,0.074,0.183,0.0,0.025,0.147,0.095,0.0,-0.787,-0.917,-3.756,1463.3379666846,6.0,6241642.0,45.6930198669434,30.0420311503825,99.76
Laos,LAO,2010,13,0.19,0.129,0.101,-1.325,0.091,0.074,0.182,0.0,0.025,0.145,0.096,0.0,-0.741,-0.917,-3.756,1564.91068311647,7.0,6334194.0,47.3594398498535,30.6468600890172,99.76
Laos,LAO,2011,13,0.19,0.129,0.1,-1.325,0.09,0.074,0.18,0.0,0.025,0.136,0.095,0.0,-0.741,-0.917,-3.756,1666.40086189871,9.0,6426590.0,46.3030907447649,31.2146877128668,99.69
Laos,LAO,2012,13,0.19,0.13,0.1,-1.325,0.09,0.074,0.18,0.0,0.025,0.137,0.095,0.0,-0.741,-0.917,-3.756,1774.63585203672,10.7477,6518978.0,49.0350189208984,31.7422801040872,99.69
Laos,LAO,2013,13,0.17,0.126,0.099,-1.325,0.091,0.074,0.182,0.0,0.03,0.137,0.101,0.0,-0.741,-0.917,-3.756,1890.27861294875,12.5,6611385.0,52.6759359354755,32.2264033448341,99.69
Laos,LAO,2014,13,0.17,0.126,0.099,-1.325,0.091,0.074,0.182,0.0,0.03,0.137,0.101,0.0,-0.741,-0.917,-3.756,2006.31195444447,14.26,6703172.0,58.0247383117676,32.6638235172635,99.69
Laos,LAO,2015,13,0.17,0.126,0.099,-1.325,0.09,0.074,0.181,0.0,0.024,0.137,0.1,0.0,-0.741,-0.917,-3.756,2121.01339097363,18.2,6801645.0,62.2967936554274,33.1240204432199,99.69
Laos,LAO,2016,13,0.17,0.126,0.099,-1.325,0.094,0.075,0.187,0.0,0.024,0.159,0.101,0.0,-0.741,-0.917,-3.756,2234.76098741846,21.87,6908802.0,64.7630026961054,33.8267455533474,97.94
Laos,LAO,2017,13,0.167,0.136,0.105,-1.194,0.125,0.081,0.25,0.0,0.022,0.165,0.104,0.0,-0.789,-0.988,-3.756,2351.57441747595,25.5104,7018147.0,66.0411073482017,34.5115346444216,97.94
Laos,LAO,2018,13,0.223,0.166,0.11,-1.194,0.126,0.078,0.253,0.0,0.021,0.165,0.105,0.0,-0.789,-0.988,-3.756,2459.97874636195,36.3,7128045.0,66.1528570578416,35.2050070032013,97.94
Laos,LAO,2019,13,0.226,0.143,0.103,-1.441,0.127,0.095,0.255,0.0,0.022,0.165,0.116,0.0,-0.789,-0.988,-3.756,2554.95638019245,47.0323,7237636.0,64.986385458831,35.9072880879451,97.94
Laos,LAO,2020,13,0.243,0.151,0.11,-1.303,0.126,0.079,0.253,0.0,0.03,0.162,0.129,0.0,-0.953,-0.819,-3.756,2529.74622698761,54.0,7346533.0,62.4493058083911,36.6185033569111,97.94
Laos,LAO,2021,13,0.303,0.155,0.121,-1.111,0.134,0.094,0.268,0.0,0.04,0.214,0.119,0.0,-0.953,-0.819,-3.756,2556.58912640405,62.0,7453194.0,59.8530595325837,37.338778268357,98.02
Laos,LAO,2022,13,0.239,0.103,0.115,-1.332,0.134,0.103,0.267,0.0,0.027,0.228,0.122,0.0,-0.953,-0.819,-3.756,2589.05015191628,62.7001,7559007.0,56.8782044614964,38.0682382805397,98.02
Laos,LAO,2023,13,0.239,0.103,0.115,-1.332,0.132,0.091,0.264,0.0,0.035,0.211,0.131,0.0,-0.953,-0.819,-3.282,2648.88726608035,63.6255,7664993.0,54.4330611689851,38.8070088517156,98.02
Laos,LAO,2024,13,0.247,0.103,0.116,-1.332,0.134,0.102,0.268,0.0,0.038,0.222,0.127,0.0,-1.2,-0.467,-3.282,2721.07810663082,,7769819.0,51.8523602531839,39.5552154401406,98.02
Malaysia,MYS,2000,13,0.751,0.59,0.209,1.736,0.278,0.166,0.526,0.0,0.235,0.211,0.211,1.0,0.112,0.008,0.799,6455.61419792583,21.3847,22967816.0,76.4828262329102,61.9694564490726,
Malaysia,MYS,2001,13,0.751,0.59,0.211,1.736,0.284,0.168,0.535,0.0,0.263,0.211,0.214,1.0,0.112,0.008,0.799,6334.92795651698,26.696,23526538.0,75.6187362670898,63.0180877676224,
Malaysia,MYS,2002,13,0.751,0.59,0.211,1.736,0.284,0.174,0.535,0.0,0.263,0.211,0.215,1.0,0.112,0.008,0.799,6516.90671560155,32.3382,24102477.0,75.0011596679688,64.056368465184,
Malaysia,MYS,2003,13,0.751,0.616,0.213,1.736,0.286,0.174,0.537,0.0,0.269,0.211,0.216,1.0,0.112,0.008,0.799,6732.92049458099,34.9712,24679602.0,80.088996887207,65.0750932867555,
Malaysia,MYS,2004,13,0.751,0.616,0.221,1.736,0.311,0.207,0.565,0.0,0.341,0.257,0.225,1.0,0.112,0.008,0.799,7025.34558004381,42.2523,25256772.0,80.5677719116211,66.0647889111941,73.9
Malaysia,MYS,2005,13,0.751,0.616,0.222,1.736,0.313,0.21,0.569,0.0,0.341,0.272,0.227,1.0,0.112,0.008,0.799,7234.02442689141,48.6292,25836071.0,76.2537536621094,67.0159820173565,73.9
Malaysia,MYS,2006,13,0.77,0.637,0.226,1.683,0.313,0.21,0.569,0.0,0.338,0.272,0.226,1.0,0.112,0.008,0.799,7469.8106921211,51.638,26417909.0,75.8026123046875,67.9191992840997,73.9
Malaysia,MYS,2007,13,0.77,0.637,0.226,1.683,0.314,0.21,0.57,0.0,0.331,0.272,0.225,1.0,0.112,0.008,0.799,7769.59693350488,55.7,26998389.0,74.2519378662109,68.7649673902807,73.9
Malaysia,MYS,2008,13,0.805,0.647,0.234,1.992,0.331,0.218,0.587,0.0,0.335,0.355,0.235,1.0,0.112,0.008,0.799,7976.11785374773,55.8,27570059.0,74.8359527587891,69.5438130147565,75.99
Malaysia,MYS,2009,13,0.805,0.623,0.235,1.992,0.331,0.217,0.587,0.0,0.328,0.373,0.237,1.0,0.112,0.008,0.799,7700.46111294033,55.9,28124778.0,75.0242767333984,70.2462628363839,75.99
Malaysia,MYS,2010,13,0.778,0.621,0.234,1.992,0.332,0.217,0.588,0.0,0.331,0.373,0.237,1.0,0.112,0.008,0.799,8118.92270511981,56.3,28655776.0,77.2140274047852,70.8625314831025,75.99
Malaysia,MYS,2011,13,0.778,0.623,0.233,1.992,0.33,0.216,0.585,0.0,0.323,0.373,0.235,1.0,0.112,0.008,0.799,8400.32248683558,61.0,29162039.0,77.5925369262695,71.4245166681964,75.99
Malaysia,MYS,2012,13,0.778,0.623,0.233,1.992,0.33,0.216,0.585,0.0,0.323,0.373,0.232,1.0,0.112,0.008,0.799,8710.52671359902,65.8,29662831.0,81.2371978759766,71.9680127926087,75.99
Malaysia,MYS,2013,13,0.774,0.625,0.233,1.992,0.325,0.21,0.581,0.0,0.322,0.35,0.229,1.0,0.112,0.008,0.799,8964.80724896203,57.0575,30174265.0,80.938362121582,72.4882717118078,84.84
Malaysia,MYS,2014,13,0.774,0.625,0.235,1.992,0.329,0.212,0.587,0.0,0.322,0.339,0.231,1.0,0.112,0.008,0.799,9341.73055971278,63.6654,30696137.0,83.2836303710938,72.9802206910773,84.84
Malaysia,MYS,2015,13,0.774,0.625,0.235,1.992,0.329,0.206,0.587,0.0,0.322,0.348,0.231,1.0,-0.099,0.008,0.799,9648.6797937523,71.0641,31232798.0,81.5115814208984,73.4387869957006,84.84
Malaysia,MYS,2016,13,0.774,0.634,0.235,1.992,0.328,0.204,0.586,0.0,0.322,0.348,0.23,1.0,-0.099,0.008,0.799,9901.47960179812,78.7883,31789685.0,79.8283920288086,73.8588978909614,84.84
Malaysia,MYS,2017,13,0.75,0.69,0.229,1.305,0.338,0.209,0.597,0.0,0.336,0.348,0.234,1.0,-0.099,-0.256,0.799,10293.7629205362,80.1405,32355644.0,78.8863677978516,74.2354806421432,84.84
Malaysia,MYS,2018,13,0.757,0.744,0.281,1.265,0.445,0.315,0.698,0.0,0.633,0.421,0.333,1.0,0.529,0.299,0.799,10610.1950240479,81.201,32910967.0,74.4872817993164,74.5634625145296,82.32
Malaysia,MYS,2019,13,0.768,0.748,0.297,1.265,0.472,0.335,0.719,0.0,0.663,0.48,0.35,1.0,0.734,0.491,0.799,10902.9834855856,84.1871,33440596.0,75.3229827880859,74.8377707734042,82.32
Malaysia,MYS,2020,13,0.768,0.71,0.276,1.265,0.433,0.307,0.684,0.0,0.567,0.468,0.326,1.0,0.464,0.157,0.799,10171.4657842762,89.555,33889558.0,73.2459411621094,75.0511895575672,82.32
Malaysia,MYS,2021,13,0.76,0.749,0.274,1.265,0.432,0.299,0.686,0.0,0.563,0.453,0.325,1.0,0.545,0.157,0.799,10388.2667120857,96.7514,34282399.0,74.9618181140898,75.5088628191907,82.32
Malaysia,MYS,2022,13,0.775,0.708,0.276,1.265,0.46,0.317,0.708,0.0,0.619,0.474,0.342,1.0,0.686,0.157,0.799,11191.6511756943,97.3986,34695493.0,78.8341986282999,75.9741357073003,73.89
Malaysia,MYS,2023,13,0.777,0.725,0.308,1.265,0.507,0.357,0.742,0.0,0.627,0.592,0.381,2.0,0.317,0.157,0.799,11445.3925275079,97.6927,35126298.0,79.4472788704033,76.4434752105739,73.89
Malaysia,MYS,2024,13,0.777,0.725,0.315,1.265,0.517,0.362,0.751,0.0,0.619,0.592,0.388,2.0,0.317,0.157,0.799,11883.79127749,98.0206,35557673.0,80.2757406864183,76.9170296648992,73.89
Maldives,MDV,2000,14,0.488,0.106,0.069,-0.977,0.16,0.057,0.319,0.02,0.106,0.151,0.146,0.0,-0.211,-0.529,-0.495,7037.08546104613,2.20387,282019.0,51.4409103393555,27.6038586493758,
Maldives,MDV,2001,14,0.488,0.106,0.069,-0.977,0.161,0.057,0.321,0.02,0.114,0.151,0.146,0.0,-0.211,-0.529,-0.495,6647.6503820039,3.61729,286767.0,61.0277481079102,28.5499181889238,
Maldives,MDV,2002,14,0.488,0.106,0.07,-0.977,0.162,0.054,0.324,0.02,0.124,0.151,0.145,0.0,-0.211,-0.529,-0.495,7012.25568873173,5.34777,291616.0,61.3511009216309,29.8881681908815,
Maldives,MDV,2003,14,0.601,0.207,0.083,-0.073,0.171,0.057,0.34,0.02,0.179,0.144,0.152,0.0,-0.211,-0.529,-0.495,7845.29307409315,5.97659,296491.0,67.9700698852539,31.3913356462169,
Maldives,MDV,2004,14,0.601,0.285,0.084,-0.073,0.175,0.062,0.348,0.02,0.235,0.12,0.16,0.0,-0.211,-0.529,-0.495,8174.41607301248,6.58825,301413.0,67.8094329833984,32.8541942827704,
Maldives,MDV,2005,14,0.607,0.393,0.111,0.279,0.283,0.115,0.522,0.02,0.388,0.292,0.23,0.0,-0.211,-0.529,-0.495,7141.88377049891,6.86961,306429.0,,34.0715178283824,71.29
Maldives,MDV,2006,14,0.63,0.411,0.119,0.493,0.299,0.125,0.544,0.02,0.424,0.3,0.237,0.0,-0.211,-0.529,-0.495,8620.72814678183,11.0364,313851.0,,34.8678636610379,71.29
Maldives,MDV,2007,14,0.63,0.421,0.14,0.493,0.304,0.126,0.55,0.2,0.446,0.3,0.244,0.0,-0.211,-0.529,-0.495,8933.17166363858,16.3,324479.0,,35.4340781469745,71.29
Maldives,MDV,2008,14,0.752,0.67,0.21,0.793,0.456,0.243,0.705,0.213,0.709,0.461,0.33,1.0,-0.211,-0.014,0.399,9396.49733610486,23.2,336170.0,,35.9335121678807,71.29
Maldives,MDV,2009,14,0.712,0.76,0.272,0.793,0.603,0.4,0.807,0.213,0.835,0.658,0.43,2.0,0.201,-0.014,0.537,8313.4098369723,24.8,348275.0,,36.3718272129661,78.87
Maldives,MDV,2010,14,0.741,0.76,0.306,0.793,0.596,0.393,0.803,0.213,0.819,0.662,0.422,2.0,0.201,-0.014,0.537,8569.52494600725,26.53,360792.0,70.0468136514648,36.7646137762553,78.87
Maldives,MDV,2011,14,0.722,0.76,0.393,0.793,0.597,0.393,0.803,0.213,0.816,0.662,0.436,2.0,0.201,-0.014,0.537,9005.81391375104,34.0,373674.0,72.8434927609116,37.1274623517731,78.87
Maldives,MDV,2012,14,0.707,0.593,0.349,0.793,0.537,0.33,0.762,0.201,0.727,0.659,0.399,2.0,-1.031,-1.382,-0.581,8907.66134868182,38.9301,386818.0,71.9760042609256,37.475963433544,78.87
Maldives,MDV,2013,14,0.568,0.483,0.286,0.772,0.45,0.237,0.696,0.189,0.6,0.556,0.298,1.0,-1.031,-1.382,-0.581,9213.32791442475,44.1,400070.0,68.3872693233485,37.8257075155926,78.87
Maldives,MDV,2014,14,0.556,0.448,0.257,0.524,0.402,0.208,0.657,0.177,0.6,0.411,0.271,1.0,-0.578,-0.971,-0.163,9612.07861806739,49.28,413617.0,72.9110894145066,38.1938859868107,77.93
Maldives,MDV,2015,14,0.451,0.393,0.232,0.269,0.374,0.187,0.629,0.165,0.542,0.401,0.233,1.0,-0.578,-0.971,-0.163,9644.90655028145,54.462,428154.0,73.441380211737,38.5771510715291,77.93
Maldives,MDV,2016,14,0.398,0.341,0.221,0.119,0.362,0.182,0.617,0.153,0.468,0.414,0.245,1.0,-0.578,-0.971,-0.163,9909.07669723415,59.5,443308.0,70.014084045724,38.9560872317815,77.93
Maldives,MDV,2017,14,0.433,0.328,0.223,0.276,0.354,0.175,0.608,0.141,0.483,0.399,0.25,1.0,-0.578,-0.971,-0.163,10263.2991147672,65.0,458287.0,69.7419183184781,39.32787719143,77.93
Maldives,MDV,2018,14,0.438,0.395,0.237,0.098,0.386,0.192,0.641,0.129,0.542,0.418,0.266,1.0,-0.578,-0.545,-0.163,10793.8941325367,70.9,473099.0,77.0284881591797,39.6923354428279,77.93
Maldives,MDV,2019,14,0.571,0.58,0.323,0.343,0.568,0.408,0.786,0.117,0.772,0.607,0.395,2.0,0.216,-0.119,0.259,11194.9253748064,77.4697,487731.0,72.6946792602539,40.0492764783282,81.32
Maldives,MDV,2020,14,0.574,0.591,0.323,0.343,0.573,0.425,0.788,0.105,0.794,0.646,0.4,2.0,0.216,-0.119,0.259,7295.60220956454,79.0978,502118.0,69.8982015609094,40.3985147902839,81.32
Maldives,MDV,2021,14,0.583,0.476,0.324,0.115,0.577,0.423,0.791,0.093,0.81,0.646,0.403,2.0,0.216,0.288,0.686,9759.2219360708,81.9576,516154.0,,40.7398648710483,81.32
Maldives,MDV,2022,14,0.639,0.64,0.331,0.744,0.58,0.431,0.792,0.081,0.774,0.646,0.376,2.0,0.216,-0.223,0.236,10939.9963271738,83.9119,524106.0,73.5234576648616,41.0641769690663,81.32
Maldives,MDV,2023,14,0.639,0.667,0.336,0.744,0.591,0.448,0.799,0.069,0.767,0.653,0.384,2.0,0.216,-0.223,0.236,11439.5364342871,84.6851,525994.0,79.3565296847573,41.5096832933973,81.32
Maldives,MDV,2024,14,0.628,0.626,0.318,0.744,0.564,0.423,0.783,0.057,0.733,0.626,0.365,2.0,0.216,-0.223,0.236,11798.791369146,,527799.0,,41.9982152717385,73.91
Mongolia,MNG,2000,12,0.732,0.892,0.389,0.464,0.679,0.552,0.854,0.029,0.902,0.65,0.547,2.0,1.244,1.165,0.548,1598.31282040605,1.25565,2388299.0,62.4367294311523,56.7305447074496,82.42
Mongolia,MNG,2001,12,0.732,0.892,0.38,0.464,0.662,0.538,0.846,0.029,0.902,0.625,0.534,2.0,1.244,1.165,0.548,1625.46152259484,1.65324,2417751.0,69.4697723388672,57.2155913875612,82.42
Mongolia,MNG,2002,12,0.732,0.892,0.385,0.464,0.667,0.546,0.849,0.029,0.902,0.638,0.543,2.0,1.244,1.165,0.548,1680.65335337555,2.03957,2449027.0,74.5482330322266,58.1310120482033,82.42
Mongolia,MNG,2003,12,0.732,0.892,0.383,0.464,0.668,0.549,0.849,0.029,0.902,0.638,0.543,2.0,1.244,1.165,0.548,1775.64906676137,,2480374.0,82.2682495117188,59.3546986563236,82.42
Mongolia,MNG,2004,12,0.74,0.892,0.384,0.464,0.672,0.553,0.85,0.029,0.902,0.64,0.531,2.0,1.151,1.165,0.548,1942.36263694017,,2508412.0,88.4728012084961,60.7829994587671,81.84
Mongolia,MNG,2005,12,0.74,0.892,0.387,0.464,0.675,0.554,0.852,0.029,0.902,0.643,0.533,2.0,1.151,1.165,0.548,2060.26168223171,,2536407.0,92.1028823852539,62.3122627023789,81.84
Mongolia,MNG,2006,12,0.74,0.892,0.394,0.464,0.686,0.565,0.858,0.029,0.9,0.654,0.544,2.0,1.151,1.165,0.548,2209.74321787628,,2567168.0,92.3052825927734,63.8388366340039,81.84
Mongolia,MNG,2007,12,0.74,0.892,0.394,0.464,0.686,0.565,0.858,0.029,0.9,0.654,0.544,2.0,1.151,1.165,0.548,2403.72416258662,9.0,2601850.0,,65.2590695004873,81.84
Mongolia,MNG,2008,12,0.746,0.873,0.377,0.543,0.657,0.536,0.843,0.029,0.894,0.609,0.521,2.0,1.151,1.165,0.548,2576.71295838607,9.8,2643201.0,,66.4693095486742,74.31
Mongolia,MNG,2009,12,0.746,0.888,0.381,0.543,0.661,0.544,0.846,0.029,0.9,0.612,0.524,2.0,1.151,1.165,0.548,2498.72967493254,10.0,2691115.0,98.5075302124023,67.3659050254095,74.31
Mongolia,MNG,2010,12,0.773,0.888,0.394,0.543,0.679,0.563,0.854,0.029,0.901,0.642,0.535,2.0,1.103,1.094,0.664,2611.67326563924,10.2,2738622.0,91.1776885986328,67.8298018313254,74.31
Mongolia,MNG,2011,12,0.773,0.888,0.399,0.543,0.684,0.566,0.857,0.029,0.901,0.647,0.539,2.0,1.103,1.094,0.664,3010.81642672623,12.5,2786317.0,,67.9196058798676,74.31
Mongolia,MNG,2012,12,0.749,0.915,0.399,0.543,0.69,0.569,0.86,0.029,0.901,0.658,0.547,2.0,1.103,0.552,0.664,3318.16496597089,16.4,2839705.0,,67.9522782537785,65.24
Mongolia,MNG,2013,12,0.771,0.876,0.4,0.508,0.688,0.56,0.858,0.029,0.893,0.672,0.527,2.0,1.103,0.552,0.664,3628.90708069575,17.7,2899011.0,,67.9776750055915,65.24
Mongolia,MNG,2014,12,0.771,0.876,0.401,0.508,0.687,0.556,0.858,0.029,0.893,0.675,0.527,2.0,1.103,0.552,0.664,3830.35892049593,19.9424,2963113.0,,67.9941357229626,65.24
Mongolia,MNG,2015,12,0.779,0.883,0.377,0.508,0.681,0.551,0.854,0.029,0.89,0.671,0.526,2.0,1.103,0.552,0.664,3838.92126989984,22.5,3026864.0,,67.9999999906095,65.24
Mongolia,MNG,2016,12,0.779,0.888,0.37,0.508,0.677,0.55,0.853,0.029,0.895,0.665,0.523,2.0,1.205,1.034,0.664,3817.91962716702,22.2658,3088856.0,,67.9776754820979,73.58
Mongolia,MNG,2017,12,0.735,0.879,0.369,0.268,0.664,0.54,0.844,0.029,0.868,0.664,0.505,2.0,1.205,1.034,0.664,3956.2049437134,23.7143,3148917.0,,67.9260583223672,73.58
Mongolia,MNG,2018,12,0.722,0.887,0.36,0.222,0.653,0.536,0.838,0.029,0.855,0.654,0.488,2.0,1.205,1.034,0.664,4183.85566447661,47.13,3208189.0,91.2949725153641,67.8683444833372,73.58
Mongolia,MNG,2019,12,0.681,0.872,0.355,0.222,0.653,0.543,0.838,0.029,0.863,0.654,0.487,2.0,1.759,1.169,0.664,4337.8167085432,51.08,3267673.0,88.7463471502002,67.8277299551557,73.58
Mongolia,MNG,2020,12,0.667,0.827,0.332,0.206,0.633,0.519,0.826,0.029,0.835,0.647,0.468,2.0,1.759,1.169,0.664,4066.03410882791,62.5,3327204.0,95.3826370696027,68.0894771770775,73.64
Mongolia,MNG,2021,12,0.64,0.753,0.317,0.079,0.613,0.492,0.814,0.029,0.802,0.648,0.431,2.0,1.567,1.252,0.664,4063.53669849245,81.6068,3383741.0,98.3276220923038,69.2153244018555,73.64
Mongolia,MNG,2022,12,0.588,0.745,0.287,0.079,0.573,0.458,0.787,0.029,0.772,0.653,0.393,2.0,1.567,1.252,0.704,4205.88554513551,82.1725,3433748.0,93.5508272676123,69.783805847168,73.64
Mongolia,MNG,2023,12,0.567,0.745,0.264,0.079,0.533,0.421,0.76,0.029,0.722,0.629,0.359,2.0,0.933,0.348,0.704,4456.53627552726,83.0162,3481145.0,96.8181201904352,70.4464492797852,73.64
Mongolia,MNG,2024,12,0.575,0.689,0.249,0.259,0.496,0.389,0.733,0.029,0.693,0.607,0.353,1.0,0.775,0.152,0.272,4626.79609644243,,3524788.0,,70.9566040039062,69.83
Myanmar,MMR,2000,13,0.122,0.087,0.046,-1.393,0.094,0.017,0.189,0.027,0.057,0.0,0.073,0.0,-3.694,-3.169,-2.449,298.590464510138,,45290841.0,39.3193206787109,27.5346072708149,
Myanmar,MMR,2001,13,0.122,0.087,0.046,-1.393,0.094,0.017,0.189,0.027,0.057,0.0,0.073,0.0,-3.694,-3.169,-2.449,328.973872713504,0.000289277,45771139.0,40.303840637207,27.7107064116875,
Myanmar,MMR,2002,13,0.122,0.087,0.046,-1.393,0.094,0.017,0.189,0.027,0.057,0.0,0.073,0.0,-3.694,-3.169,-2.449,364.855800197477,0.000426494,46232653.0,41.8484497070312,27.8849700456368,
Myanmar,MMR,2003,13,0.122,0.087,0.046,-1.393,0.094,0.017,0.189,0.027,0.057,0.0,0.073,0.0,-3.694,-3.169,-2.449,411.498764127557,0.0240641,46667192.0,42.1795806884766,28.0568026064444,
